run,run_short,raw_step,effective_step,metric,value
Stage2 no KL lambda=0.8,no-kl-l0.8,33,73,rollout correct ratio,0.517578125
Stage2 no KL lambda=0.8,no-kl-l0.8,33,73,actor grad norm,39.15946578979492
Stage2 no KL lambda=0.8,no-kl-l0.8,34,74,response length mean,550.62109375
Stage2 no KL lambda=0.8,no-kl-l0.8,34,74,response clip ratio,0.01171875
Stage2 no KL lambda=0.8,no-kl-l0.8,34,74,rollout correct ratio,0.625
Stage2 no KL lambda=0.8,no-kl-l0.8,34,74,actor grad norm,34.82667922973633
Stage2 no KL lambda=0.8,no-kl-l0.8,35,75,response length mean,698.40625
Stage2 no KL lambda=0.8,no-kl-l0.8,35,75,response clip ratio,0.0234375
Stage2 no KL lambda=0.8,no-kl-l0.8,35,75,rollout correct ratio,0.560546875
Stage2 no KL lambda=0.8,no-kl-l0.8,35,75,actor grad norm,39.95465850830078
Stage2 no KL lambda=0.8,no-kl-l0.8,36,76,response length mean,605.220703125
Stage2 no KL lambda=0.8,no-kl-l0.8,36,76,response clip ratio,0.033203125
Stage2 no KL lambda=0.8,no-kl-l0.8,36,76,rollout correct ratio,0.630859375
Stage2 no KL lambda=0.8,no-kl-l0.8,36,76,actor grad norm,35.818721771240234
Stage2 no KL lambda=0.8,no-kl-l0.8,37,77,response length mean,683.349609375
Stage2 no KL lambda=0.8,no-kl-l0.8,37,77,response clip ratio,0.046875
Stage2 no KL lambda=0.8,no-kl-l0.8,37,77,rollout correct ratio,0.568359375
Stage2 no KL lambda=0.8,no-kl-l0.8,37,77,actor grad norm,35.821895599365234
Stage2 no KL lambda=0.8,no-kl-l0.8,38,78,response length mean,553.380859375
Stage2 no KL lambda=0.8,no-kl-l0.8,38,78,response clip ratio,0.013671875
Stage2 no KL lambda=0.8,no-kl-l0.8,38,78,rollout correct ratio,0.642578125
Stage2 no KL lambda=0.8,no-kl-l0.8,38,78,actor grad norm,36.076412200927734
Stage2 no KL lambda=0.8,no-kl-l0.8,39,79,response length mean,698.2578125
Stage2 no KL lambda=0.8,no-kl-l0.8,39,79,response clip ratio,0.056640625
Stage2 no KL lambda=0.8,no-kl-l0.8,39,79,rollout correct ratio,0.591796875
Stage2 no KL lambda=0.8,no-kl-l0.8,39,79,actor grad norm,36.2127571105957
Stage2 no KL lambda=0.8,no-kl-l0.8,40,80,response length mean,582.98046875
Stage2 no KL lambda=0.8,no-kl-l0.8,40,80,response clip ratio,0.01953125
Stage2 no KL lambda=0.8,no-kl-l0.8,40,80,rollout correct ratio,0.603515625
Stage2 no KL lambda=0.8,no-kl-l0.8,40,80,actor grad norm,50.21554946899414
Stage2 no KL lambda=0.8,no-kl-l0.8,41,81,response length mean,679.798828125
Stage2 no KL lambda=0.8,no-kl-l0.8,41,81,response clip ratio,0.013671875
Stage2 no KL lambda=0.8,no-kl-l0.8,41,81,rollout correct ratio,0.4375
Stage2 no KL lambda=0.8,no-kl-l0.8,41,81,actor grad norm,44.81831741333008
Stage2 no KL lambda=0.8,no-kl-l0.8,42,82,response length mean,763.1953125
Stage2 no KL lambda=0.8,no-kl-l0.8,42,82,response clip ratio,0.02734375
Stage2 no KL lambda=0.8,no-kl-l0.8,42,82,rollout correct ratio,0.525390625
Stage2 no KL lambda=0.8,no-kl-l0.8,42,82,actor grad norm,53.972572326660156
Stage2 no KL lambda=0.8,no-kl-l0.8,43,83,response length mean,881.13671875
Stage2 no KL lambda=0.8,no-kl-l0.8,43,83,response clip ratio,0.06640625
Stage2 no KL lambda=0.8,no-kl-l0.8,43,83,rollout correct ratio,0.54296875
Stage2 no KL lambda=0.8,no-kl-l0.8,43,83,actor grad norm,41.90873718261719
Stage2 no KL lambda=0.8,no-kl-l0.8,44,84,response length mean,1015.080078125
Stage2 no KL lambda=0.8,no-kl-l0.8,44,84,response clip ratio,0.078125
Stage2 no KL lambda=0.8,no-kl-l0.8,44,84,rollout correct ratio,0.537109375
Stage2 no KL lambda=0.8,no-kl-l0.8,44,84,actor grad norm,62.40150451660156
Stage2 no KL lambda=0.8,no-kl-l0.8,45,85,response length mean,1182.5625
Stage2 no KL lambda=0.8,no-kl-l0.8,45,85,response clip ratio,0.10546875
Stage2 no KL lambda=0.8,no-kl-l0.8,45,85,rollout correct ratio,0.4375
Stage2 no KL lambda=0.8,no-kl-l0.8,45,85,actor grad norm,57.2140998840332
Stage2 no KL lambda=0.8,no-kl-l0.8,46,86,response length mean,1271.162109375
Stage2 no KL lambda=0.8,no-kl-l0.8,46,86,response clip ratio,0.10546875
Stage2 no KL lambda=0.8,no-kl-l0.8,46,86,rollout correct ratio,0.376953125
Stage2 no KL lambda=0.8,no-kl-l0.8,46,86,actor grad norm,63.5057487487793
Stage2 no KL lambda=0.8,no-kl-l0.8,47,87,response length mean,1120.4375
Stage2 no KL lambda=0.8,no-kl-l0.8,47,87,response clip ratio,0.087890625
Stage2 no KL lambda=0.8,no-kl-l0.8,47,87,rollout correct ratio,0.51953125
Stage2 no KL lambda=0.8,no-kl-l0.8,47,87,actor grad norm,63.87364196777344
Stage2 no KL lambda=0.8,no-kl-l0.8,48,88,response length mean,1218.6953125
Stage2 no KL lambda=0.8,no-kl-l0.8,48,88,response clip ratio,0.080078125
Stage2 no KL lambda=0.8,no-kl-l0.8,48,88,rollout correct ratio,0.435546875
Stage2 no KL lambda=0.8,no-kl-l0.8,48,88,actor grad norm,64.96343994140625
Stage2 no KL lambda=0.8,no-kl-l0.8,49,89,response length mean,1113.072265625
Stage2 no KL lambda=0.8,no-kl-l0.8,49,89,response clip ratio,0.07421875
Stage2 no KL lambda=0.8,no-kl-l0.8,49,89,rollout correct ratio,0.40625
Stage2 no KL lambda=0.8,no-kl-l0.8,49,89,actor grad norm,64.8691635131836
Stage2 no KL lambda=0.8,no-kl-l0.8,50,90,response length mean,950.69921875
Stage2 no KL lambda=0.8,no-kl-l0.8,50,90,response clip ratio,0.04296875
Stage2 no KL lambda=0.8,no-kl-l0.8,50,90,rollout correct ratio,0.423828125
Stage2 no KL lambda=0.8,no-kl-l0.8,50,90,actor grad norm,68.63762664794922
Stage2 no KL lambda=0.8,no-kl-l0.8,51,91,response length mean,1327.078125
Stage2 no KL lambda=0.8,no-kl-l0.8,51,91,response clip ratio,0.0859375
Stage2 no KL lambda=0.8,no-kl-l0.8,51,91,rollout correct ratio,0.427734375
Stage2 no KL lambda=0.8,no-kl-l0.8,51,91,actor grad norm,69.65301513671875
Stage2 no KL lambda=0.8,no-kl-l0.8,52,92,response length mean,1265.048828125
Stage2 no KL lambda=0.8,no-kl-l0.8,52,92,response clip ratio,0.080078125
Stage2 no KL lambda=0.8,no-kl-l0.8,52,92,rollout correct ratio,0.380859375
Stage2 no KL lambda=0.8,no-kl-l0.8,52,92,actor grad norm,91.17225646972656
Stage2 no KL lambda=0.8,no-kl-l0.8,53,93,response length mean,1453.3828125
Stage2 no KL lambda=0.8,no-kl-l0.8,53,93,response clip ratio,0.095703125
Stage2 no KL lambda=0.8,no-kl-l0.8,53,93,rollout correct ratio,0.361328125
Stage2 no KL lambda=0.8,no-kl-l0.8,53,93,actor grad norm,96.17526245117188
Stage2 no KL lambda=0.8,no-kl-l0.8,54,94,response length mean,1640.9140625
Stage2 no KL lambda=0.8,no-kl-l0.8,54,94,response clip ratio,0.103515625
Stage2 no KL lambda=0.8,no-kl-l0.8,54,94,rollout correct ratio,0.39453125
Stage2 no KL lambda=0.8,no-kl-l0.8,54,94,actor grad norm,80.22774505615234
Stage2 no KL lambda=0.8,no-kl-l0.8,55,95,response length mean,1423.666015625
Stage2 no KL lambda=0.8,no-kl-l0.8,55,95,response clip ratio,0.109375
Stage2 no KL lambda=0.8,no-kl-l0.8,55,95,rollout correct ratio,0.361328125
Stage2 no KL lambda=0.8,no-kl-l0.8,55,95,actor grad norm,87.85704803466797
Stage2 no KL lambda=0.8,no-kl-l0.8,56,96,response length mean,1529.763671875
Stage2 no KL lambda=0.8,no-kl-l0.8,56,96,response clip ratio,0.1171875
Stage2 no KL lambda=0.8,no-kl-l0.8,56,96,rollout correct ratio,0.306640625
Stage2 no KL lambda=0.8,no-kl-l0.8,56,96,actor grad norm,84.47869110107422
Stage2 no KL lambda=0.8,no-kl-l0.8,57,97,response length mean,1831.392578125
Stage2 no KL lambda=0.8,no-kl-l0.8,57,97,response clip ratio,0.1640625
Stage2 no KL lambda=0.8,no-kl-l0.8,57,97,rollout correct ratio,0.314453125
Stage2 no KL lambda=0.8,no-kl-l0.8,57,97,actor grad norm,79.52416229248047
Stage2 no KL lambda=0.8,no-kl-l0.8,58,98,response length mean,2016.984375
Stage2 no KL lambda=0.8,no-kl-l0.8,58,98,response clip ratio,0.18359375
Stage2 no KL lambda=0.8,no-kl-l0.8,58,98,rollout correct ratio,0.271484375
Stage2 no KL lambda=0.8,no-kl-l0.8,58,98,actor grad norm,64.0367431640625
Stage2 no KL lambda=0.8,no-kl-l0.8,59,99,response length mean,2022.419921875
Stage2 no KL lambda=0.8,no-kl-l0.8,59,99,response clip ratio,0.193359375
Stage2 no KL lambda=0.8,no-kl-l0.8,59,99,rollout correct ratio,0.287109375
Stage2 no KL lambda=0.8,no-kl-l0.8,59,99,actor grad norm,75.43267822265625
Stage2 no KL lambda=0.8,no-kl-l0.8,60,100,response length mean,1982.4140625
Stage2 no KL lambda=0.8,no-kl-l0.8,60,100,response clip ratio,0.173828125
Stage2 no KL lambda=0.8,no-kl-l0.8,60,100,rollout correct ratio,0.265625
Stage2 no KL lambda=0.8,no-kl-l0.8,60,100,actor grad norm,67.2904281616211
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,1,41,response length mean,377.3203125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,1,41,response clip ratio,0.015625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,1,41,rollout correct ratio,0.54296875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,1,41,actor grad norm,28.483016967773438
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,1,41,model1 KL,0.0
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,2,42,response length mean,285.587890625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,2,42,response clip ratio,0.0
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,2,42,rollout correct ratio,0.646484375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,2,42,actor grad norm,26.220727920532227
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,2,42,model1 KL,0.0
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,3,43,response length mean,489.5703125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,3,43,response clip ratio,0.0234375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,3,43,rollout correct ratio,0.458984375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,3,43,actor grad norm,97.86418914794922
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,3,43,model1 KL,0.4103121800082071
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,4,44,response length mean,359.125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,4,44,response clip ratio,0.00390625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,4,44,rollout correct ratio,0.513671875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,4,44,actor grad norm,25.76720428466797
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,4,44,model1 KL,0.27752091611425084
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,5,45,response length mean,450.80078125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,5,45,response clip ratio,0.01171875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,5,45,rollout correct ratio,0.451171875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,5,45,actor grad norm,33.47764205932617
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,5,45,model1 KL,0.42566355371049475
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,6,46,response length mean,444.392578125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,6,46,response clip ratio,0.025390625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,6,46,rollout correct ratio,0.482421875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,6,46,actor grad norm,31.90643882751465
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,6,46,model1 KL,0.38563701044768095
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,7,47,response length mean,361.1328125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,7,47,response clip ratio,0.013671875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,7,47,rollout correct ratio,0.44921875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,7,47,actor grad norm,30.322864532470703
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,7,47,model1 KL,0.3128841031342745
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,8,48,response length mean,419.35546875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,8,48,response clip ratio,0.03125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,8,48,rollout correct ratio,0.50390625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,8,48,actor grad norm,24.9647159576416
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,8,48,model1 KL,0.35616988098869723
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,9,49,response length mean,377.33203125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,9,49,response clip ratio,0.01953125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,9,49,rollout correct ratio,0.580078125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,9,49,actor grad norm,43.623741149902344
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,9,49,model1 KL,0.3331755129620433
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,10,50,response length mean,474.599609375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,10,50,response clip ratio,0.01953125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,10,50,rollout correct ratio,0.578125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,10,50,actor grad norm,121.07091522216797
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,10,50,model1 KL,0.41947411506303717
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,11,51,response length mean,395.55859375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,11,51,response clip ratio,0.00390625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,11,51,rollout correct ratio,0.48828125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,11,51,actor grad norm,32.280975341796875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,11,51,model1 KL,0.3800414642319083
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,12,52,response length mean,324.3984375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,12,52,response clip ratio,0.001953125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,12,52,rollout correct ratio,0.578125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,12,52,actor grad norm,27.16563606262207
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,12,52,model1 KL,0.351730490475893
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,13,53,response length mean,390.48828125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,13,53,response clip ratio,0.00390625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,13,53,rollout correct ratio,0.525390625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,13,53,actor grad norm,29.586036682128906
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,13,53,model1 KL,0.42682711593806744
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,14,54,response length mean,366.76953125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,14,54,response clip ratio,0.00390625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,14,54,rollout correct ratio,0.494140625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,14,54,actor grad norm,30.1127872467041
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,14,54,model1 KL,0.44863780463735264
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,15,55,response length mean,396.998046875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,15,55,response clip ratio,0.00390625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,15,55,rollout correct ratio,0.5859375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,15,55,actor grad norm,29.02851104736328
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,15,55,model1 KL,0.6264375398556391
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,16,56,response length mean,412.7421875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,16,56,response clip ratio,0.021484375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,16,56,rollout correct ratio,0.564453125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,16,56,actor grad norm,30.663192749023438
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,16,56,model1 KL,0.6449447199702263
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,17,57,response length mean,348.259765625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,17,57,response clip ratio,0.005859375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,17,57,rollout correct ratio,0.5
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,17,57,actor grad norm,27.897785186767578
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,17,57,model1 KL,0.7308139607310296
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,18,58,response length mean,561.697265625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,18,58,response clip ratio,0.04296875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,18,58,rollout correct ratio,0.529296875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,18,58,actor grad norm,31.86824607849121
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,18,58,model1 KL,0.999886902315276
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,19,59,response length mean,460.625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,19,59,response clip ratio,0.017578125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,19,59,rollout correct ratio,0.578125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,19,59,actor grad norm,28.841970443725586
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,19,59,model1 KL,1.200989914437135
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,20,60,response length mean,500.517578125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,20,60,response clip ratio,0.037109375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,20,60,rollout correct ratio,0.45703125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,20,60,actor grad norm,35.84247970581055
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,20,60,model1 KL,1.3637006344894569
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,21,61,response length mean,316.3046875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,21,61,response clip ratio,0.001953125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,21,61,rollout correct ratio,0.580078125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,21,61,actor grad norm,25.585824966430664
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,21,61,model1 KL,1.2964759767055511
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,22,62,response length mean,393.796875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,22,62,response clip ratio,0.015625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,22,62,rollout correct ratio,0.580078125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,22,62,actor grad norm,30.24165916442871
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,22,62,model1 KL,1.420698373268048
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,23,63,response length mean,569.009765625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,23,63,response clip ratio,0.0546875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,23,63,rollout correct ratio,0.458984375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,23,63,actor grad norm,32.32887649536133
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,23,63,model1 KL,1.7166219055652618
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,24,64,response length mean,462.505859375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,24,64,response clip ratio,0.00390625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,24,64,rollout correct ratio,0.51953125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,24,64,actor grad norm,35.242820739746094
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,24,64,model1 KL,1.749033265880176
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,25,65,response length mean,406.494140625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,25,65,response clip ratio,0.013671875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,25,65,rollout correct ratio,0.509765625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,25,65,actor grad norm,31.727460861206055
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,25,65,model1 KL,2.0299535306791463
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,26,66,response length mean,426.736328125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,26,66,response clip ratio,0.015625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,26,66,rollout correct ratio,0.494140625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,26,66,actor grad norm,29.14299774169922
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,26,66,model1 KL,2.00515682498614
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,27,67,response length mean,318.41796875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,27,67,response clip ratio,0.0
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,27,67,rollout correct ratio,0.591796875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,27,67,actor grad norm,28.082365036010742
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,27,67,model1 KL,2.594293174147606
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,28,68,response length mean,447.875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,28,68,response clip ratio,0.017578125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,28,68,rollout correct ratio,0.564453125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,28,68,actor grad norm,29.6920223236084
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,28,68,model1 KL,2.9713424059251943
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,29,69,response length mean,410.662109375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,29,69,response clip ratio,0.009765625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,29,69,rollout correct ratio,0.544921875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,29,69,actor grad norm,28.948461532592773
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,29,69,model1 KL,3.1028611436486244
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,30,70,response length mean,478.259765625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,30,70,response clip ratio,0.01171875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,30,70,rollout correct ratio,0.619140625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,30,70,actor grad norm,32.333709716796875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,30,70,model1 KL,3.7147845838751112
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,31,71,response length mean,583.80859375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,31,71,response clip ratio,0.025390625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,31,71,rollout correct ratio,0.64453125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,31,71,actor grad norm,30.059654235839844
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,31,71,model1 KL,4.469774833747318
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,32,72,response length mean,380.7578125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,32,72,response clip ratio,0.005859375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,32,72,rollout correct ratio,0.58203125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,32,72,actor grad norm,33.567169189453125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,32,72,model1 KL,4.387617031733195
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,33,73,response length mean,512.21484375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,33,73,response clip ratio,0.02734375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,33,73,rollout correct ratio,0.505859375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,33,73,actor grad norm,32.31339645385742
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,33,73,model1 KL,4.0123709844691415
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,34,74,response length mean,455.767578125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,34,74,response clip ratio,0.013671875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,34,74,rollout correct ratio,0.6171875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,34,74,actor grad norm,31.738582611083984
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,34,74,model1 KL,4.8763772050539655
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,35,75,response length mean,513.60546875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,35,75,response clip ratio,0.015625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,35,75,rollout correct ratio,0.5703125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,35,75,actor grad norm,34.50944137573242
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,35,75,model1 KL,5.1745105768953055
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,36,76,response length mean,465.5546875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,36,76,response clip ratio,0.021484375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,36,76,rollout correct ratio,0.634765625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,36,76,actor grad norm,30.348398208618164
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,36,76,model1 KL,5.847047818558557
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,37,77,response length mean,606.8125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,37,77,response clip ratio,0.052734375
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,37,77,rollout correct ratio,0.56640625
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,37,77,actor grad norm,57.9627799987793
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,37,77,model1 KL,6.074269410222769
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,38,78,response length mean,414.01953125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,38,78,response clip ratio,0.01171875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,38,78,rollout correct ratio,0.6796875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,38,78,actor grad norm,36.879512786865234
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,38,78,model1 KL,6.623607774575551
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,39,79,response length mean,555.953125
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,39,79,response clip ratio,0.044921875
Stage2 M1-only KL lambda=0.8,m1-kl-l0.8,39,79,rollout correct ratio,0.5859375
