run,run_short,raw_step,effective_step,metric,value
Pure Stage1 beta=0.1,stage1,93,93,actor grad norm,35.157352447509766
Pure Stage1 beta=0.1,stage1,94,94,response length mean,397.552734375
Pure Stage1 beta=0.1,stage1,94,94,response clip ratio,0.0234375
Pure Stage1 beta=0.1,stage1,94,94,rollout correct ratio,0.533203125
Pure Stage1 beta=0.1,stage1,94,94,actor grad norm,32.2629280090332
Pure Stage1 beta=0.1,stage1,95,95,response length mean,318.57421875
Pure Stage1 beta=0.1,stage1,95,95,response clip ratio,0.005859375
Pure Stage1 beta=0.1,stage1,95,95,rollout correct ratio,0.69140625
Pure Stage1 beta=0.1,stage1,95,95,actor grad norm,26.903636932373047
Pure Stage1 beta=0.1,stage1,96,96,response length mean,377.337890625
Pure Stage1 beta=0.1,stage1,96,96,response clip ratio,0.009765625
Pure Stage1 beta=0.1,stage1,96,96,rollout correct ratio,0.482421875
Pure Stage1 beta=0.1,stage1,96,96,actor grad norm,38.077545166015625
Pure Stage1 beta=0.1,stage1,97,97,response length mean,365.0703125
Pure Stage1 beta=0.1,stage1,97,97,response clip ratio,0.013671875
Pure Stage1 beta=0.1,stage1,97,97,rollout correct ratio,0.5546875
Pure Stage1 beta=0.1,stage1,97,97,actor grad norm,30.855117797851562
Pure Stage1 beta=0.1,stage1,98,98,response length mean,295.181640625
Pure Stage1 beta=0.1,stage1,98,98,response clip ratio,0.0
Pure Stage1 beta=0.1,stage1,98,98,rollout correct ratio,0.43359375
Pure Stage1 beta=0.1,stage1,98,98,actor grad norm,37.972740173339844
Pure Stage1 beta=0.1,stage1,99,99,response length mean,393.708984375
Pure Stage1 beta=0.1,stage1,99,99,response clip ratio,0.017578125
Pure Stage1 beta=0.1,stage1,99,99,rollout correct ratio,0.49609375
Pure Stage1 beta=0.1,stage1,99,99,actor grad norm,35.3029899597168
Pure Stage1 beta=0.1,stage1,100,100,response length mean,322.88671875
Pure Stage1 beta=0.1,stage1,100,100,response clip ratio,0.00390625
Pure Stage1 beta=0.1,stage1,100,100,rollout correct ratio,0.56640625
Pure Stage1 beta=0.1,stage1,100,100,actor grad norm,29.85303497314453
Pure Stage1 beta=0.1,stage1,101,101,response length mean,440.08203125
Pure Stage1 beta=0.1,stage1,101,101,response clip ratio,0.037109375
Pure Stage1 beta=0.1,stage1,101,101,rollout correct ratio,0.6015625
Pure Stage1 beta=0.1,stage1,101,101,actor grad norm,31.67522621154785
Pure Stage1 beta=0.1,stage1,102,102,response length mean,283.2578125
Pure Stage1 beta=0.1,stage1,102,102,response clip ratio,0.00390625
Pure Stage1 beta=0.1,stage1,102,102,rollout correct ratio,0.521484375
Pure Stage1 beta=0.1,stage1,102,102,actor grad norm,30.397932052612305
Pure Stage1 beta=0.1,stage1,103,103,response length mean,334.130859375
Pure Stage1 beta=0.1,stage1,103,103,response clip ratio,0.005859375
Pure Stage1 beta=0.1,stage1,103,103,rollout correct ratio,0.552734375
Pure Stage1 beta=0.1,stage1,103,103,actor grad norm,32.19762420654297
Pure Stage1 beta=0.1,stage1,104,104,response length mean,306.474609375
Pure Stage1 beta=0.1,stage1,104,104,response clip ratio,0.0078125
Pure Stage1 beta=0.1,stage1,104,104,rollout correct ratio,0.548828125
Pure Stage1 beta=0.1,stage1,104,104,actor grad norm,31.691993713378906
Pure Stage1 beta=0.1,stage1,105,105,response length mean,301.75
Pure Stage1 beta=0.1,stage1,105,105,response clip ratio,0.0078125
Pure Stage1 beta=0.1,stage1,105,105,rollout correct ratio,0.53125
Pure Stage1 beta=0.1,stage1,105,105,actor grad norm,30.416696548461914
Pure Stage1 beta=0.1,stage1,106,106,response length mean,269.767578125
Pure Stage1 beta=0.1,stage1,106,106,response clip ratio,0.001953125
Pure Stage1 beta=0.1,stage1,106,106,rollout correct ratio,0.505859375
Pure Stage1 beta=0.1,stage1,106,106,actor grad norm,28.626235961914062
Pure Stage1 beta=0.1,stage1,107,107,response length mean,373.025390625
Pure Stage1 beta=0.1,stage1,107,107,response clip ratio,0.017578125
Pure Stage1 beta=0.1,stage1,107,107,rollout correct ratio,0.53515625
Pure Stage1 beta=0.1,stage1,107,107,actor grad norm,35.46807861328125
Pure Stage1 beta=0.1,stage1,108,108,response length mean,267.203125
Pure Stage1 beta=0.1,stage1,108,108,response clip ratio,0.0
Pure Stage1 beta=0.1,stage1,108,108,rollout correct ratio,0.568359375
Pure Stage1 beta=0.1,stage1,108,108,actor grad norm,31.754871368408203
Pure Stage1 beta=0.1,stage1,109,109,response length mean,268.8046875
Pure Stage1 beta=0.1,stage1,109,109,response clip ratio,0.0
Pure Stage1 beta=0.1,stage1,109,109,rollout correct ratio,0.513671875
Pure Stage1 beta=0.1,stage1,109,109,actor grad norm,30.686100006103516
Pure Stage1 beta=0.1,stage1,110,110,response length mean,370.62890625
Pure Stage1 beta=0.1,stage1,110,110,response clip ratio,0.017578125
Pure Stage1 beta=0.1,stage1,110,110,rollout correct ratio,0.58984375
Pure Stage1 beta=0.1,stage1,110,110,actor grad norm,29.194547653198242
Pure Stage1 beta=0.1,stage1,111,111,response length mean,298.080078125
Pure Stage1 beta=0.1,stage1,111,111,response clip ratio,0.0078125
Pure Stage1 beta=0.1,stage1,111,111,rollout correct ratio,0.595703125
Pure Stage1 beta=0.1,stage1,111,111,actor grad norm,27.306583404541016
Pure Stage1 beta=0.1,stage1,112,112,response length mean,273.09765625
Pure Stage1 beta=0.1,stage1,112,112,response clip ratio,0.0
Pure Stage1 beta=0.1,stage1,112,112,rollout correct ratio,0.654296875
Pure Stage1 beta=0.1,stage1,112,112,actor grad norm,28.046981811523438
Pure Stage1 beta=0.1,stage1,113,113,response length mean,284.8671875
Pure Stage1 beta=0.1,stage1,113,113,response clip ratio,0.001953125
Pure Stage1 beta=0.1,stage1,113,113,rollout correct ratio,0.505859375
Pure Stage1 beta=0.1,stage1,113,113,actor grad norm,33.69507598876953
Pure Stage1 beta=0.1,stage1,114,114,response length mean,303.794921875
Pure Stage1 beta=0.1,stage1,114,114,response clip ratio,0.00390625
Pure Stage1 beta=0.1,stage1,114,114,rollout correct ratio,0.62890625
Pure Stage1 beta=0.1,stage1,114,114,actor grad norm,29.56095314025879
Pure Stage1 beta=0.1,stage1,115,115,response length mean,312.986328125
Pure Stage1 beta=0.1,stage1,115,115,response clip ratio,0.001953125
Pure Stage1 beta=0.1,stage1,115,115,rollout correct ratio,0.423828125
Pure Stage1 beta=0.1,stage1,115,115,actor grad norm,37.390655517578125
Pure Stage1 beta=0.1,stage1,116,116,response length mean,362.642578125
Pure Stage1 beta=0.1,stage1,116,116,response clip ratio,0.0078125
Pure Stage1 beta=0.1,stage1,116,116,rollout correct ratio,0.443359375
Pure Stage1 beta=0.1,stage1,116,116,actor grad norm,41.9835090637207
Pure Stage1 beta=0.1,stage1,117,117,response length mean,281.841796875
Pure Stage1 beta=0.1,stage1,117,117,response clip ratio,0.00390625
Pure Stage1 beta=0.1,stage1,117,117,rollout correct ratio,0.427734375
Pure Stage1 beta=0.1,stage1,117,117,actor grad norm,32.26955795288086
Pure Stage1 beta=0.1,stage1,118,118,response length mean,325.6953125
Pure Stage1 beta=0.1,stage1,118,118,response clip ratio,0.00390625
Pure Stage1 beta=0.1,stage1,118,118,rollout correct ratio,0.587890625
Pure Stage1 beta=0.1,stage1,118,118,actor grad norm,30.74776268005371
Pure Stage1 beta=0.1,stage1,119,119,response length mean,342.828125
Pure Stage1 beta=0.1,stage1,119,119,response clip ratio,0.00390625
Pure Stage1 beta=0.1,stage1,119,119,rollout correct ratio,0.623046875
Pure Stage1 beta=0.1,stage1,119,119,actor grad norm,314.25341796875
Pure Stage1 beta=0.1,stage1,120,120,response length mean,303.375
Pure Stage1 beta=0.1,stage1,120,120,response clip ratio,0.0
Pure Stage1 beta=0.1,stage1,120,120,rollout correct ratio,0.5859375
Pure Stage1 beta=0.1,stage1,120,120,actor grad norm,33.30589294433594
Pure Stage1 beta=0.1,stage1,121,121,response length mean,287.82421875
Pure Stage1 beta=0.1,stage1,121,121,response clip ratio,0.0
Pure Stage1 beta=0.1,stage1,121,121,rollout correct ratio,0.583984375
Pure Stage1 beta=0.1,stage1,121,121,actor grad norm,30.773372650146484
Pure Stage1 beta=0.1,stage1,122,122,response length mean,260.041015625
Pure Stage1 beta=0.1,stage1,122,122,response clip ratio,0.0
Pure Stage1 beta=0.1,stage1,122,122,rollout correct ratio,0.625
Pure Stage1 beta=0.1,stage1,122,122,actor grad norm,31.9792423248291
Pure Stage1 beta=0.1,stage1,123,123,response length mean,306.11328125
Pure Stage1 beta=0.1,stage1,123,123,response clip ratio,0.00390625
Pure Stage1 beta=0.1,stage1,123,123,rollout correct ratio,0.62890625
Pure Stage1 beta=0.1,stage1,123,123,actor grad norm,27.67997169494629
Pure Stage1 beta=0.1,stage1,124,124,response length mean,338.708984375
Pure Stage1 beta=0.1,stage1,124,124,response clip ratio,0.00390625
Pure Stage1 beta=0.1,stage1,124,124,rollout correct ratio,0.541015625
Pure Stage1 beta=0.1,stage1,124,124,actor grad norm,29.936138153076172
Pure Stage1 beta=0.1,stage1,125,125,response length mean,360.298828125
Pure Stage1 beta=0.1,stage1,125,125,response clip ratio,0.0078125
Pure Stage1 beta=0.1,stage1,125,125,rollout correct ratio,0.5625
Pure Stage1 beta=0.1,stage1,125,125,actor grad norm,30.831707000732422
Pure Stage1 beta=0.1,stage1,126,126,response length mean,318.349609375
Pure Stage1 beta=0.1,stage1,126,126,response clip ratio,0.005859375
Pure Stage1 beta=0.1,stage1,126,126,rollout correct ratio,0.587890625
Pure Stage1 beta=0.1,stage1,126,126,actor grad norm,30.78853988647461
Pure Stage1 beta=0.1,stage1,127,127,response length mean,280.671875
Pure Stage1 beta=0.1,stage1,127,127,response clip ratio,0.001953125
Pure Stage1 beta=0.1,stage1,127,127,rollout correct ratio,0.521484375
Pure Stage1 beta=0.1,stage1,127,127,actor grad norm,32.036251068115234
Pure Stage1 beta=0.1,stage1,128,128,response length mean,266.353515625
Pure Stage1 beta=0.1,stage1,128,128,response clip ratio,0.0
Pure Stage1 beta=0.1,stage1,128,128,rollout correct ratio,0.5625
Pure Stage1 beta=0.1,stage1,128,128,actor grad norm,30.933473587036133
Pure Stage1 beta=0.1,stage1,129,129,response length mean,290.4140625
Pure Stage1 beta=0.1,stage1,129,129,response clip ratio,0.0
Pure Stage1 beta=0.1,stage1,129,129,rollout correct ratio,0.50390625
Pure Stage1 beta=0.1,stage1,129,129,actor grad norm,29.728864669799805
Pure Stage1 beta=0.1,stage1,130,130,response length mean,316.029296875
Pure Stage1 beta=0.1,stage1,130,130,response clip ratio,0.001953125
Pure Stage1 beta=0.1,stage1,130,130,rollout correct ratio,0.595703125
Pure Stage1 beta=0.1,stage1,130,130,actor grad norm,31.283498764038086
Pure Stage1 beta=0.1,stage1,131,131,response length mean,285.61328125
Pure Stage1 beta=0.1,stage1,131,131,response clip ratio,0.001953125
Pure Stage1 beta=0.1,stage1,131,131,rollout correct ratio,0.623046875
Pure Stage1 beta=0.1,stage1,131,131,actor grad norm,26.821792602539062
Pure Stage1 beta=0.1,stage1,132,132,response length mean,312.29296875
Pure Stage1 beta=0.1,stage1,132,132,response clip ratio,0.005859375
Pure Stage1 beta=0.1,stage1,132,132,rollout correct ratio,0.556640625
Pure Stage1 beta=0.1,stage1,132,132,actor grad norm,29.238494873046875
Pure Stage1 beta=0.1,stage1,133,133,response length mean,338.587890625
Pure Stage1 beta=0.1,stage1,133,133,response clip ratio,0.009765625
Pure Stage1 beta=0.1,stage1,133,133,rollout correct ratio,0.548828125
Pure Stage1 beta=0.1,stage1,133,133,actor grad norm,34.03024673461914
Pure Stage1 beta=0.1,stage1,134,134,response length mean,287.5390625
Pure Stage1 beta=0.1,stage1,134,134,response clip ratio,0.005859375
Pure Stage1 beta=0.1,stage1,134,134,rollout correct ratio,0.482421875
Pure Stage1 beta=0.1,stage1,134,134,actor grad norm,30.69107437133789
Pure Stage1 beta=0.1,stage1,135,135,response length mean,432.876953125
Pure Stage1 beta=0.1,stage1,135,135,response clip ratio,0.01953125
Pure Stage1 beta=0.1,stage1,135,135,rollout correct ratio,0.46875
Pure Stage1 beta=0.1,stage1,135,135,actor grad norm,35.917991638183594
Pure Stage1 beta=0.1,stage1,136,136,response length mean,358.384765625
Pure Stage1 beta=0.1,stage1,136,136,response clip ratio,0.015625
Pure Stage1 beta=0.1,stage1,136,136,rollout correct ratio,0.57421875
Pure Stage1 beta=0.1,stage1,136,136,actor grad norm,98.98338317871094
Pure Stage1 beta=0.1,stage1,137,137,response length mean,395.41015625
Pure Stage1 beta=0.1,stage1,137,137,response clip ratio,0.01953125
Pure Stage1 beta=0.1,stage1,137,137,rollout correct ratio,0.576171875
Pure Stage1 beta=0.1,stage1,137,137,actor grad norm,32.391998291015625
Pure Stage1 beta=0.1,stage1,138,138,response length mean,326.98828125
Pure Stage1 beta=0.1,stage1,138,138,response clip ratio,0.00390625
Pure Stage1 beta=0.1,stage1,138,138,rollout correct ratio,0.669921875
Pure Stage1 beta=0.1,stage1,138,138,actor grad norm,28.358320236206055
Pure Stage1 beta=0.1,stage1,139,139,response length mean,300.416015625
Pure Stage1 beta=0.1,stage1,139,139,response clip ratio,0.009765625
Pure Stage1 beta=0.1,stage1,139,139,rollout correct ratio,0.638671875
Pure Stage1 beta=0.1,stage1,139,139,actor grad norm,25.698505401611328
Pure Stage1 beta=0.1,stage1,140,140,response length mean,254.775390625
Pure Stage1 beta=0.1,stage1,140,140,response clip ratio,0.00390625
Pure Stage1 beta=0.1,stage1,140,140,rollout correct ratio,0.5703125
Pure Stage1 beta=0.1,stage1,140,140,actor grad norm,32.03684997558594
Pure Stage1 beta=0.1,stage1,141,141,response length mean,305.08203125
Pure Stage1 beta=0.1,stage1,141,141,response clip ratio,0.0078125
Pure Stage1 beta=0.1,stage1,141,141,rollout correct ratio,0.595703125
Pure Stage1 beta=0.1,stage1,141,141,actor grad norm,28.200130462646484
Pure Stage1 beta=0.1,stage1,142,142,response length mean,413.8515625
Pure Stage1 beta=0.1,stage1,142,142,response clip ratio,0.02734375
Pure Stage1 beta=0.1,stage1,142,142,rollout correct ratio,0.5390625
Pure Stage1 beta=0.1,stage1,142,142,actor grad norm,32.02321243286133
Pure Stage1 beta=0.1,stage1,143,143,response length mean,297.126953125
Pure Stage1 beta=0.1,stage1,143,143,response clip ratio,0.001953125
Pure Stage1 beta=0.1,stage1,143,143,rollout correct ratio,0.60546875
Pure Stage1 beta=0.1,stage1,143,143,actor grad norm,29.968183517456055
Pure Stage1 beta=0.1,stage1,144,144,response length mean,349.41796875
Pure Stage1 beta=0.1,stage1,144,144,response clip ratio,0.013671875
Pure Stage1 beta=0.1,stage1,144,144,rollout correct ratio,0.521484375
Pure Stage1 beta=0.1,stage1,144,144,actor grad norm,34.47836685180664
Pure Stage1 beta=0.1,stage1,145,145,response length mean,304.890625
Pure Stage1 beta=0.1,stage1,145,145,response clip ratio,0.001953125
Pure Stage1 beta=0.1,stage1,145,145,rollout correct ratio,0.5625
Pure Stage1 beta=0.1,stage1,145,145,actor grad norm,31.213674545288086
Pure Stage1 beta=0.1,stage1,146,146,response length mean,306.373046875
Pure Stage1 beta=0.1,stage1,146,146,response clip ratio,0.0
Pure Stage1 beta=0.1,stage1,146,146,rollout correct ratio,0.55859375
Pure Stage1 beta=0.1,stage1,146,146,actor grad norm,33.24014663696289
Pure Stage1 beta=0.1,stage1,147,147,response length mean,307.35546875
Pure Stage1 beta=0.1,stage1,147,147,response clip ratio,0.001953125
Pure Stage1 beta=0.1,stage1,147,147,rollout correct ratio,0.62109375
Pure Stage1 beta=0.1,stage1,147,147,actor grad norm,29.054582595825195
Pure Stage1 beta=0.1,stage1,148,148,response length mean,320.5
Pure Stage1 beta=0.1,stage1,148,148,response clip ratio,0.00390625
Pure Stage1 beta=0.1,stage1,148,148,rollout correct ratio,0.572265625
Pure Stage1 beta=0.1,stage1,148,148,actor grad norm,31.967723846435547
Pure Stage1 beta=0.1,stage1,149,149,response length mean,359.51953125
Pure Stage1 beta=0.1,stage1,149,149,response clip ratio,0.013671875
Pure Stage1 beta=0.1,stage1,149,149,rollout correct ratio,0.494140625
Pure Stage1 beta=0.1,stage1,149,149,actor grad norm,36.55377960205078
Pure Stage1 beta=0.1,stage1,150,150,response length mean,441.810546875
Pure Stage1 beta=0.1,stage1,150,150,response clip ratio,0.029296875
Pure Stage1 beta=0.1,stage1,150,150,rollout correct ratio,0.490234375
Pure Stage1 beta=0.1,stage1,150,150,actor grad norm,31.576860427856445
Stage2 no KL lambda=0.8,no-kl-l0.8,1,41,response length mean,382.392578125
Stage2 no KL lambda=0.8,no-kl-l0.8,1,41,response clip ratio,0.01953125
Stage2 no KL lambda=0.8,no-kl-l0.8,1,41,rollout correct ratio,0.5234375
Stage2 no KL lambda=0.8,no-kl-l0.8,1,41,actor grad norm,26.605466842651367
Stage2 no KL lambda=0.8,no-kl-l0.8,2,42,response length mean,307.173828125
Stage2 no KL lambda=0.8,no-kl-l0.8,2,42,response clip ratio,0.005859375
Stage2 no KL lambda=0.8,no-kl-l0.8,2,42,rollout correct ratio,0.63671875
Stage2 no KL lambda=0.8,no-kl-l0.8,2,42,actor grad norm,31.408710479736328
Stage2 no KL lambda=0.8,no-kl-l0.8,3,43,response length mean,452.8203125
Stage2 no KL lambda=0.8,no-kl-l0.8,3,43,response clip ratio,0.01953125
Stage2 no KL lambda=0.8,no-kl-l0.8,3,43,rollout correct ratio,0.453125
Stage2 no KL lambda=0.8,no-kl-l0.8,3,43,actor grad norm,34.67582702636719
Stage2 no KL lambda=0.8,no-kl-l0.8,4,44,response length mean,359.564453125
Stage2 no KL lambda=0.8,no-kl-l0.8,4,44,response clip ratio,0.005859375
Stage2 no KL lambda=0.8,no-kl-l0.8,4,44,rollout correct ratio,0.513671875
Stage2 no KL lambda=0.8,no-kl-l0.8,4,44,actor grad norm,28.842592239379883
Stage2 no KL lambda=0.8,no-kl-l0.8,5,45,response length mean,449.205078125
Stage2 no KL lambda=0.8,no-kl-l0.8,5,45,response clip ratio,0.021484375
Stage2 no KL lambda=0.8,no-kl-l0.8,5,45,rollout correct ratio,0.443359375
Stage2 no KL lambda=0.8,no-kl-l0.8,5,45,actor grad norm,34.67618179321289
Stage2 no KL lambda=0.8,no-kl-l0.8,6,46,response length mean,460.990234375
Stage2 no KL lambda=0.8,no-kl-l0.8,6,46,response clip ratio,0.025390625
Stage2 no KL lambda=0.8,no-kl-l0.8,6,46,rollout correct ratio,0.48046875
Stage2 no KL lambda=0.8,no-kl-l0.8,6,46,actor grad norm,46.89671325683594
Stage2 no KL lambda=0.8,no-kl-l0.8,7,47,response length mean,356.326171875
Stage2 no KL lambda=0.8,no-kl-l0.8,7,47,response clip ratio,0.015625
Stage2 no KL lambda=0.8,no-kl-l0.8,7,47,rollout correct ratio,0.46484375
Stage2 no KL lambda=0.8,no-kl-l0.8,7,47,actor grad norm,30.935956954956055
Stage2 no KL lambda=0.8,no-kl-l0.8,8,48,response length mean,435.470703125
Stage2 no KL lambda=0.8,no-kl-l0.8,8,48,response clip ratio,0.037109375
Stage2 no KL lambda=0.8,no-kl-l0.8,8,48,rollout correct ratio,0.494140625
Stage2 no KL lambda=0.8,no-kl-l0.8,8,48,actor grad norm,28.065933227539062
Stage2 no KL lambda=0.8,no-kl-l0.8,9,49,response length mean,411.189453125
Stage2 no KL lambda=0.8,no-kl-l0.8,9,49,response clip ratio,0.02734375
Stage2 no KL lambda=0.8,no-kl-l0.8,9,49,rollout correct ratio,0.572265625
Stage2 no KL lambda=0.8,no-kl-l0.8,9,49,actor grad norm,30.633831024169922
Stage2 no KL lambda=0.8,no-kl-l0.8,10,50,response length mean,427.142578125
Stage2 no KL lambda=0.8,no-kl-l0.8,10,50,response clip ratio,0.01953125
Stage2 no KL lambda=0.8,no-kl-l0.8,10,50,rollout correct ratio,0.544921875
Stage2 no KL lambda=0.8,no-kl-l0.8,10,50,actor grad norm,33.40270233154297
Stage2 no KL lambda=0.8,no-kl-l0.8,11,51,response length mean,438.69921875
Stage2 no KL lambda=0.8,no-kl-l0.8,11,51,response clip ratio,0.015625
Stage2 no KL lambda=0.8,no-kl-l0.8,11,51,rollout correct ratio,0.509765625
Stage2 no KL lambda=0.8,no-kl-l0.8,11,51,actor grad norm,35.45824432373047
Stage2 no KL lambda=0.8,no-kl-l0.8,12,52,response length mean,333.748046875
Stage2 no KL lambda=0.8,no-kl-l0.8,12,52,response clip ratio,0.00390625
Stage2 no KL lambda=0.8,no-kl-l0.8,12,52,rollout correct ratio,0.564453125
Stage2 no KL lambda=0.8,no-kl-l0.8,12,52,actor grad norm,27.307802200317383
Stage2 no KL lambda=0.8,no-kl-l0.8,13,53,response length mean,407.150390625
Stage2 no KL lambda=0.8,no-kl-l0.8,13,53,response clip ratio,0.0078125
Stage2 no KL lambda=0.8,no-kl-l0.8,13,53,rollout correct ratio,0.548828125
Stage2 no KL lambda=0.8,no-kl-l0.8,13,53,actor grad norm,29.242782592773438
Stage2 no KL lambda=0.8,no-kl-l0.8,14,54,response length mean,379.0546875
Stage2 no KL lambda=0.8,no-kl-l0.8,14,54,response clip ratio,0.001953125
Stage2 no KL lambda=0.8,no-kl-l0.8,14,54,rollout correct ratio,0.4921875
Stage2 no KL lambda=0.8,no-kl-l0.8,14,54,actor grad norm,33.306060791015625
Stage2 no KL lambda=0.8,no-kl-l0.8,15,55,response length mean,368.03125
Stage2 no KL lambda=0.8,no-kl-l0.8,15,55,response clip ratio,0.00390625
Stage2 no KL lambda=0.8,no-kl-l0.8,15,55,rollout correct ratio,0.5859375
Stage2 no KL lambda=0.8,no-kl-l0.8,15,55,actor grad norm,30.536197662353516
Stage2 no KL lambda=0.8,no-kl-l0.8,16,56,response length mean,377.07421875
Stage2 no KL lambda=0.8,no-kl-l0.8,16,56,response clip ratio,0.005859375
Stage2 no KL lambda=0.8,no-kl-l0.8,16,56,rollout correct ratio,0.537109375
Stage2 no KL lambda=0.8,no-kl-l0.8,16,56,actor grad norm,30.317901611328125
Stage2 no KL lambda=0.8,no-kl-l0.8,17,57,response length mean,358.576171875
Stage2 no KL lambda=0.8,no-kl-l0.8,17,57,response clip ratio,0.001953125
Stage2 no KL lambda=0.8,no-kl-l0.8,17,57,rollout correct ratio,0.486328125
Stage2 no KL lambda=0.8,no-kl-l0.8,17,57,actor grad norm,28.235029220581055
Stage2 no KL lambda=0.8,no-kl-l0.8,18,58,response length mean,529.14453125
Stage2 no KL lambda=0.8,no-kl-l0.8,18,58,response clip ratio,0.033203125
Stage2 no KL lambda=0.8,no-kl-l0.8,18,58,rollout correct ratio,0.521484375
Stage2 no KL lambda=0.8,no-kl-l0.8,18,58,actor grad norm,32.57111358642578
Stage2 no KL lambda=0.8,no-kl-l0.8,19,59,response length mean,485.380859375
Stage2 no KL lambda=0.8,no-kl-l0.8,19,59,response clip ratio,0.02734375
Stage2 no KL lambda=0.8,no-kl-l0.8,19,59,rollout correct ratio,0.611328125
Stage2 no KL lambda=0.8,no-kl-l0.8,19,59,actor grad norm,33.63875961303711
Stage2 no KL lambda=0.8,no-kl-l0.8,20,60,response length mean,504.849609375
Stage2 no KL lambda=0.8,no-kl-l0.8,20,60,response clip ratio,0.025390625
Stage2 no KL lambda=0.8,no-kl-l0.8,20,60,rollout correct ratio,0.4765625
Stage2 no KL lambda=0.8,no-kl-l0.8,20,60,actor grad norm,34.51549530029297
Stage2 no KL lambda=0.8,no-kl-l0.8,21,61,response length mean,324.912109375
Stage2 no KL lambda=0.8,no-kl-l0.8,21,61,response clip ratio,0.00390625
Stage2 no KL lambda=0.8,no-kl-l0.8,21,61,rollout correct ratio,0.580078125
Stage2 no KL lambda=0.8,no-kl-l0.8,21,61,actor grad norm,27.420978546142578
Stage2 no KL lambda=0.8,no-kl-l0.8,22,62,response length mean,401.724609375
Stage2 no KL lambda=0.8,no-kl-l0.8,22,62,response clip ratio,0.017578125
Stage2 no KL lambda=0.8,no-kl-l0.8,22,62,rollout correct ratio,0.580078125
Stage2 no KL lambda=0.8,no-kl-l0.8,22,62,actor grad norm,26.083585739135742
Stage2 no KL lambda=0.8,no-kl-l0.8,23,63,response length mean,574.455078125
Stage2 no KL lambda=0.8,no-kl-l0.8,23,63,response clip ratio,0.046875
Stage2 no KL lambda=0.8,no-kl-l0.8,23,63,rollout correct ratio,0.484375
Stage2 no KL lambda=0.8,no-kl-l0.8,23,63,actor grad norm,34.77850341796875
Stage2 no KL lambda=0.8,no-kl-l0.8,24,64,response length mean,551.39453125
Stage2 no KL lambda=0.8,no-kl-l0.8,24,64,response clip ratio,0.017578125
Stage2 no KL lambda=0.8,no-kl-l0.8,24,64,rollout correct ratio,0.5234375
Stage2 no KL lambda=0.8,no-kl-l0.8,24,64,actor grad norm,35.87671661376953
Stage2 no KL lambda=0.8,no-kl-l0.8,25,65,response length mean,467.681640625
Stage2 no KL lambda=0.8,no-kl-l0.8,25,65,response clip ratio,0.0234375
Stage2 no KL lambda=0.8,no-kl-l0.8,25,65,rollout correct ratio,0.525390625
Stage2 no KL lambda=0.8,no-kl-l0.8,25,65,actor grad norm,29.56167984008789
Stage2 no KL lambda=0.8,no-kl-l0.8,26,66,response length mean,434.7421875
Stage2 no KL lambda=0.8,no-kl-l0.8,26,66,response clip ratio,0.01953125
Stage2 no KL lambda=0.8,no-kl-l0.8,26,66,rollout correct ratio,0.517578125
Stage2 no KL lambda=0.8,no-kl-l0.8,26,66,actor grad norm,31.114782333374023
Stage2 no KL lambda=0.8,no-kl-l0.8,27,67,response length mean,373.373046875
Stage2 no KL lambda=0.8,no-kl-l0.8,27,67,response clip ratio,0.00390625
Stage2 no KL lambda=0.8,no-kl-l0.8,27,67,rollout correct ratio,0.59375
Stage2 no KL lambda=0.8,no-kl-l0.8,27,67,actor grad norm,29.89106559753418
Stage2 no KL lambda=0.8,no-kl-l0.8,28,68,response length mean,524.99609375
Stage2 no KL lambda=0.8,no-kl-l0.8,28,68,response clip ratio,0.017578125
Stage2 no KL lambda=0.8,no-kl-l0.8,28,68,rollout correct ratio,0.5703125
Stage2 no KL lambda=0.8,no-kl-l0.8,28,68,actor grad norm,35.159183502197266
Stage2 no KL lambda=0.8,no-kl-l0.8,29,69,response length mean,488.072265625
Stage2 no KL lambda=0.8,no-kl-l0.8,29,69,response clip ratio,0.01171875
Stage2 no KL lambda=0.8,no-kl-l0.8,29,69,rollout correct ratio,0.5390625
Stage2 no KL lambda=0.8,no-kl-l0.8,29,69,actor grad norm,37.193336486816406
Stage2 no KL lambda=0.8,no-kl-l0.8,30,70,response length mean,606.185546875
Stage2 no KL lambda=0.8,no-kl-l0.8,30,70,response clip ratio,0.0234375
Stage2 no KL lambda=0.8,no-kl-l0.8,30,70,rollout correct ratio,0.61328125
Stage2 no KL lambda=0.8,no-kl-l0.8,30,70,actor grad norm,31.006919860839844
Stage2 no KL lambda=0.8,no-kl-l0.8,31,71,response length mean,734.921875
Stage2 no KL lambda=0.8,no-kl-l0.8,31,71,response clip ratio,0.048828125
Stage2 no KL lambda=0.8,no-kl-l0.8,31,71,rollout correct ratio,0.623046875
Stage2 no KL lambda=0.8,no-kl-l0.8,31,71,actor grad norm,39.9581184387207
Stage2 no KL lambda=0.8,no-kl-l0.8,32,72,response length mean,467.537109375
Stage2 no KL lambda=0.8,no-kl-l0.8,32,72,response clip ratio,0.005859375
Stage2 no KL lambda=0.8,no-kl-l0.8,32,72,rollout correct ratio,0.61328125
Stage2 no KL lambda=0.8,no-kl-l0.8,32,72,actor grad norm,35.38744354248047
Stage2 no KL lambda=0.8,no-kl-l0.8,33,73,response length mean,650.619140625
Stage2 no KL lambda=0.8,no-kl-l0.8,33,73,response clip ratio,0.048828125
