run,run_short,lambda,raw_step,effective_step,metric,value
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,40,80,MBPP+ extraction fail,0.031746031746031744
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,40,80,LiveCodeBench extraction fail,0.4453125
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,40,80,rollout correct ratio,0.638671875
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,40,80,response length mean,594.0390625
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,41,81,rollout correct ratio,0.4453125
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,41,81,response length mean,644.384765625
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,42,82,rollout correct ratio,0.5546875
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,42,82,response length mean,625.373046875
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,43,83,rollout correct ratio,0.572265625
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,43,83,response length mean,770.5625
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,44,84,rollout correct ratio,0.572265625
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,44,84,response length mean,909.044921875
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,45,85,HumanEval+ extraction fail,0.10365853658536585
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,45,85,MBPP+ extraction fail,0.042328042328042326
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,45,85,LiveCodeBench extraction fail,0.46875
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,45,85,rollout correct ratio,0.5
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,45,85,response length mean,1000.578125
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,46,86,rollout correct ratio,0.41796875
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,46,86,response length mean,1063.72265625
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,47,87,rollout correct ratio,0.57421875
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,47,87,response length mean,932.59375
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,48,88,rollout correct ratio,0.541015625
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,48,88,response length mean,975.287109375
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,49,89,rollout correct ratio,0.458984375
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,49,89,response length mean,902.287109375
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,50,90,HumanEval+ extraction fail,0.20121951219512196
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,50,90,MBPP+ extraction fail,0.15873015873015872
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,50,90,LiveCodeBench extraction fail,0.5078125
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,50,90,rollout correct ratio,0.609375
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,50,90,response length mean,743.5234375
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,51,91,rollout correct ratio,0.53515625
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,51,91,response length mean,1062.345703125
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,52,92,rollout correct ratio,0.513671875
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,52,92,response length mean,1017.708984375
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,53,93,rollout correct ratio,0.486328125
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,53,93,response length mean,1041.259765625
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,54,94,rollout correct ratio,0.51953125
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,54,94,response length mean,1304.11328125
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,55,95,HumanEval+ extraction fail,0.40853658536585363
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,55,95,MBPP+ extraction fail,0.31216931216931215
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,55,95,LiveCodeBench extraction fail,0.6015625
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,55,95,rollout correct ratio,0.515625
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,55,95,response length mean,1058.064453125
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,56,96,rollout correct ratio,0.421875
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,56,96,response length mean,1139.775390625
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,57,97,rollout correct ratio,0.41796875
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,57,97,response length mean,1362.4765625
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,58,98,rollout correct ratio,0.451171875
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,58,98,response length mean,1565.01171875
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,59,99,rollout correct ratio,0.4453125
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,59,99,response length mean,1497.49609375
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,60,100,HumanEval+ extraction fail,0.40853658536585363
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,60,100,MBPP+ extraction fail,0.48677248677248675
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,60,100,LiveCodeBench extraction fail,0.8125
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,60,100,rollout correct ratio,0.384765625
Stage2 fresh P40 lambda=0.7,fresh-lambda0.7,0.7,60,100,response length mean,1535.37109375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,0,40,HumanEval+ extraction fail,0.036585365853658534
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,0,40,MBPP+ extraction fail,0.007936507936507936
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,0,40,LiveCodeBench extraction fail,0.3125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,1,41,rollout correct ratio,0.5234375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,1,41,response length mean,382.392578125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,2,42,rollout correct ratio,0.63671875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,2,42,response length mean,307.173828125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,3,43,rollout correct ratio,0.453125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,3,43,response length mean,452.8203125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,4,44,rollout correct ratio,0.513671875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,4,44,response length mean,359.564453125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,5,45,HumanEval+ extraction fail,0.024390243902439025
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,5,45,MBPP+ extraction fail,0.007936507936507936
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,5,45,LiveCodeBench extraction fail,0.28125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,5,45,rollout correct ratio,0.443359375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,5,45,response length mean,449.205078125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,6,46,rollout correct ratio,0.48046875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,6,46,response length mean,460.990234375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,7,47,rollout correct ratio,0.46484375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,7,47,response length mean,356.326171875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,8,48,rollout correct ratio,0.494140625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,8,48,response length mean,435.470703125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,9,49,rollout correct ratio,0.572265625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,9,49,response length mean,411.189453125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,10,50,HumanEval+ extraction fail,0.024390243902439025
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,10,50,MBPP+ extraction fail,0.023809523809523808
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,10,50,LiveCodeBench extraction fail,0.328125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,10,50,rollout correct ratio,0.544921875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,10,50,response length mean,427.142578125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,11,51,rollout correct ratio,0.509765625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,11,51,response length mean,438.69921875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,12,52,rollout correct ratio,0.564453125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,12,52,response length mean,333.748046875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,13,53,rollout correct ratio,0.548828125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,13,53,response length mean,407.150390625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,14,54,rollout correct ratio,0.4921875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,14,54,response length mean,379.0546875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,15,55,HumanEval+ extraction fail,0.036585365853658534
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,15,55,MBPP+ extraction fail,0.005291005291005291
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,15,55,LiveCodeBench extraction fail,0.3359375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,15,55,rollout correct ratio,0.5859375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,15,55,response length mean,368.03125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,16,56,rollout correct ratio,0.537109375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,16,56,response length mean,377.07421875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,17,57,rollout correct ratio,0.486328125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,17,57,response length mean,358.576171875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,18,58,rollout correct ratio,0.521484375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,18,58,response length mean,529.14453125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,19,59,rollout correct ratio,0.611328125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,19,59,response length mean,485.380859375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,20,60,HumanEval+ extraction fail,0.024390243902439025
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,20,60,MBPP+ extraction fail,0.010582010582010581
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,20,60,LiveCodeBench extraction fail,0.421875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,20,60,rollout correct ratio,0.4765625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,20,60,response length mean,504.849609375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,21,61,rollout correct ratio,0.580078125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,21,61,response length mean,324.912109375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,22,62,rollout correct ratio,0.580078125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,22,62,response length mean,401.724609375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,23,63,rollout correct ratio,0.484375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,23,63,response length mean,574.455078125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,24,64,rollout correct ratio,0.5234375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,24,64,response length mean,551.39453125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,25,65,HumanEval+ extraction fail,0.03048780487804878
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,25,65,MBPP+ extraction fail,0.021164021164021163
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,25,65,LiveCodeBench extraction fail,0.4375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,25,65,rollout correct ratio,0.525390625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,25,65,response length mean,467.681640625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,26,66,rollout correct ratio,0.517578125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,26,66,response length mean,434.7421875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,27,67,rollout correct ratio,0.59375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,27,67,response length mean,373.373046875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,28,68,rollout correct ratio,0.5703125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,28,68,response length mean,524.99609375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,29,69,rollout correct ratio,0.5390625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,29,69,response length mean,488.072265625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,30,70,HumanEval+ extraction fail,0.018292682926829267
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,30,70,MBPP+ extraction fail,0.0291005291005291
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,30,70,LiveCodeBench extraction fail,0.359375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,30,70,rollout correct ratio,0.61328125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,30,70,response length mean,606.185546875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,31,71,rollout correct ratio,0.623046875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,31,71,response length mean,734.921875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,32,72,rollout correct ratio,0.61328125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,32,72,response length mean,467.537109375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,33,73,rollout correct ratio,0.517578125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,33,73,response length mean,650.619140625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,34,74,rollout correct ratio,0.625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,34,74,response length mean,550.62109375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,35,75,HumanEval+ extraction fail,0.054878048780487805
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,35,75,MBPP+ extraction fail,0.05026455026455026
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,35,75,LiveCodeBench extraction fail,0.3515625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,35,75,rollout correct ratio,0.560546875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,35,75,response length mean,698.40625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,36,76,rollout correct ratio,0.630859375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,36,76,response length mean,605.220703125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,37,77,rollout correct ratio,0.568359375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,37,77,response length mean,683.349609375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,38,78,rollout correct ratio,0.642578125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,38,78,response length mean,553.380859375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,39,79,rollout correct ratio,0.591796875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,39,79,response length mean,698.2578125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,40,80,HumanEval+ extraction fail,0.14634146341463414
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,40,80,MBPP+ extraction fail,0.07142857142857142
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,40,80,LiveCodeBench extraction fail,0.4375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,40,80,rollout correct ratio,0.603515625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,40,80,response length mean,582.98046875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,41,81,rollout correct ratio,0.4375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,41,81,response length mean,679.798828125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,42,82,rollout correct ratio,0.525390625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,42,82,response length mean,763.1953125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,43,83,rollout correct ratio,0.54296875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,43,83,response length mean,881.13671875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,44,84,rollout correct ratio,0.537109375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,44,84,response length mean,1015.080078125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,45,85,HumanEval+ extraction fail,0.25609756097560976
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,45,85,MBPP+ extraction fail,0.1349206349206349
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,45,85,LiveCodeBench extraction fail,0.5
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,45,85,rollout correct ratio,0.4375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,45,85,response length mean,1182.5625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,46,86,rollout correct ratio,0.376953125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,46,86,response length mean,1271.162109375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,47,87,rollout correct ratio,0.51953125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,47,87,response length mean,1120.4375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,48,88,rollout correct ratio,0.435546875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,48,88,response length mean,1218.6953125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,49,89,rollout correct ratio,0.40625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,49,89,response length mean,1113.072265625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,50,90,HumanEval+ extraction fail,0.24390243902439024
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,50,90,MBPP+ extraction fail,0.17724867724867724
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,50,90,LiveCodeBench extraction fail,0.75
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,50,90,rollout correct ratio,0.423828125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,50,90,response length mean,950.69921875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,51,91,rollout correct ratio,0.427734375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,51,91,response length mean,1327.078125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,52,92,rollout correct ratio,0.380859375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,52,92,response length mean,1265.048828125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,53,93,rollout correct ratio,0.361328125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,53,93,response length mean,1453.3828125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,54,94,rollout correct ratio,0.39453125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,54,94,response length mean,1640.9140625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,55,95,HumanEval+ extraction fail,0.2926829268292683
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,55,95,MBPP+ extraction fail,0.23015873015873015
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,55,95,LiveCodeBench extraction fail,0.75
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,55,95,rollout correct ratio,0.361328125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,55,95,response length mean,1423.666015625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,56,96,rollout correct ratio,0.306640625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,56,96,response length mean,1529.763671875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,57,97,rollout correct ratio,0.314453125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,57,97,response length mean,1831.392578125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,58,98,rollout correct ratio,0.271484375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,58,98,response length mean,2016.984375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,59,99,rollout correct ratio,0.287109375
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,59,99,response length mean,2022.419921875
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,60,100,HumanEval+ extraction fail,0.38414634146341464
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,60,100,MBPP+ extraction fail,0.3201058201058201
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,60,100,LiveCodeBench extraction fail,0.6953125
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,60,100,rollout correct ratio,0.265625
Stage2 fresh P40 lambda=0.8,fresh-lambda0.8,0.8,60,100,response length mean,1982.4140625
